username,cheating,cpl_1,cpl_2,cpl_3,cpl_4,cpl_5,cpl_6,cpl_7,cpl_8,cpl_9,cpl_10,cpl_11,cpl_12,cpl_13,cpl_14,cpl_15,cpl_16,cpl_17,cpl_18,cpl_19,cpl_20
dogaan,0,6.0,4.0,10.0,117.0,170.0,1.0,0.0,24.0,0.0,4.0,18.0,0.0,33.0,115.0,308.0,148.0,236.0,51.0,0.0,53.0
chessy_chames,0,3.0,0.0,9.0,66.0,18.0,9.0,48.0,11.0,50.0,24.0,10.0,16.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0
marcosales,0,43.0,42.0,33.0,106.0,108.0,134.0,18.0,11.0,12.0,0.0,8.0,76.0,55.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0
ai-84-ios,0,8.0,24.0,35.0,18.0,40.0,11.0,4.0,53.0,0.0,176.0,91.0,62.0,0.0,15.0,2.0,0.0,7.0,0.0,2.0,0.0
thelovac,1,16.0,0.0,0.0,0.0,0.0,186.0,19.0,0.0,0.0,0.0,89.0,6.0,0.0,0.0,24.0,0.0,0.0,48.0,13.0,62.0
blisteringheat,0,1.0,5.0,13.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,3.0,0.0,6.0,21.0,41.0,0.0,8.0,12.0,18.0,23.0
error07,0,9.0,97.0,19.0,84.0,28.0,42.0,95.0,0.0,0.0,50.0,41.0,0.0,50.0,48.0,0.0,0.0,32.0,4.0,27.0,11.0
damm1t,1,3.0,15.0,337.0,0.0,144.0,6.0,9.0,8.0,266.0,0.0,23.0,0.0,10.0,0.0,232.0,6.0,38.0,10.0,33.0,6.0
sauwmaximo,0,208.0,40.0,120.0,200.0,45.0,81.0,120.0,107.0,52.0,193.0,202.0,82.0,285.0,92.0,53.0,130.0,88.0,17.0,53.0,47.0
likechess19,1,25.0,0.0,31.0,56.0,0.0,34.0,18.0,0.0,21.0,5.0,34.0,4.0,3.0,127.0,0.0,25.0,0.0,0.0,11.0,0.0
tacticspro,1,0.0,16.0,5.0,1.0,37.0,25.0,16.0,0.0,0.0,0.0,12.0,21.0,41.0,0.0,15.0,58.0,40.0,2.0,0.0,5.0
evelynwaugh,0,12.0,1.0,10.0,36.0,5.0,8.0,1.0,7.0,3.0,5.0,9.0,63.0,0.0,21.0,31.0,24.0,39.0,6.0,0.0,0.0
daniel3415,1,0.0,0.0,17.0,18.0,166.0,0.0,118.0,12.0,65.0,7.0,263.0,20.0,312.0,0.0,89.0,2.0,4.0,0.0,0.0,21.0
daniel3415,1,57.0,36.0,0.0,0.0,46.0,54.0,0.0,0.0,24.0,11.0,30.0,25.0,16.0,0.0,16.0,7.0,91.0,0.0,243.0,65.0
blastoise258,1,28.0,32.0,13.0,0.0,22.0,0.0,109.0,23.0,16.0,10.0,0.0,0.0,29.0,13.0,52.0,0.0,46.0,28.0,0.0,0.0
banguniverse,1,6.0,22.0,7.0,18.0,96.0,0.0,10.0,54.0,16.0,15.0,0.0,29.0,2.0,6.0,17.0,27.0,24.0,0.0,0.0,37.0
xmessuberto01x,0,240.0,68.0,0.0,155.0,7.0,115.0,42.0,7.0,0.0,99.0,4.0,229.0,0.0,249.0,36.0,0.0,83.0,52.0,334.0,48.0
pusi_kurac,1,0.0,0.0,63.0,0.0,6.0,0.0,72.0,9.0,66.0,66.0,86.0,12.0,72.0,29.0,63.0,238.0,0.0,29.0,224.0,0.0
dhruva2011,0,50.0,14.0,9.0,118.0,81.0,39.0,0.0,0.0,459.0,0.0,34.0,58.0,18.0,10.0,0.0,0.0,69.0,90.0,0.0,0.0
alexreznik,0,9.0,21.0,80.0,0.0,58.0,37.0,3.0,26.0,21.0,0.0,46.0,0.0,82.0,39.0,0.0,0.0,0.0,0.0,0.0,62.0
citylife,1,12.0,177.0,153.0,38.0,1.0,0.0,30.0,13.0,0.0,21.0,27.0,26.0,39.0,0.0,2.0,18.0,76.0,6.0,5.0,0.0
scouting4reds,0,428.0,0.0,0.0,314.0,383.0,0.0,84.0,30.0,0.0,31.0,6.0,46.0,87.0,15.0,60.0,15.0,26.0,23.0,109.0,57.0
knight_c8,1,12.0,0.0,2.0,95.0,11.0,0.0,10.0,3.0,11.0,0.0,19.0,29.0,12.0,0.0,49.0,0.0,47.0,20.0,0.0,21.0
sjeddi,1,0.0,129.0,134.0,0.0,2.0,0.0,6.0,24.0,0.0,0.0,61.0,23.0,36.0,263.0,0.0,0.0,0.0,244.0,59.0,6.0
fischer1371,1,48.0,0.0,11.0,0.0,0.0,0.0,17.0,32.0,2.0,33.0,0.0,0.0,11.0,0.0,14.0,0.0,3.0,0.0,0.0,0.0
automat,0,63.0,0.0,51.0,0.0,0.0,209.0,63.0,113.0,0.0,75.0,77.0,75.0,41.0,74.0,154.0,147.0,191.0,22.0,98.0,0.0
pacquito,1,60.0,1.0,0.0,1.0,40.0,27.0,27.0,49.0,65.0,20.0,91.0,24.0,0.0,23.0,0.0,55.0,0.0,0.0,39.0,24.0
ensnaredhag,1,6.0,0.0,15.0,23.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,1.0,127.0,54.0,9.0,0.0,2.0,0.0,9.0,77.0
damm1t,1,0.0,34.0,38.0,0.0,0.0,0.0,7.0,8.0,25.0,1.0,0.0,24.0,0.0,0.0,0.0,8.0,27.0,208.0,18.0,0.0
the_rev53,0,90.0,72.0,1.0,72.0,31.0,27.0,32.0,47.0,85.0,57.0,1.0,2.0,195.0,22.0,41.0,168.0,90.0,108.0,199.0,84.0
blastoise258,1,0.0,0.0,112.0,0.0,11.0,59.0,52.0,1.0,0.0,92.0,0.0,6.0,10.0,0.0,26.0,15.0,0.0,0.0,17.0,0.0
testopening,0,27.0,14.0,0.0,34.0,64.0,57.0,0.0,57.0,61.0,141.0,42.0,42.0,23.0,2.0,80.0,168.0,0.0,18.0,1.0,304.0
m-the-greatiix,1,0.0,12.0,14.0,0.0,0.0,43.0,0.0,0.0,2.0,0.0,0.0,30.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mrkit,0,4.0,2.0,18.0,25.0,23.0,0.0,1.0,77.0,57.0,31.0,271.0,248.0,21.0,0.0,0.0,218.0,0.0,0.0,137.0,0.0
donmuhtar,0,0.0,0.0,0.0,0.0,0.0,68.0,18.0,0.0,8.0,125.0,136.0,261.0,3.0,500.0,0.0,0.0,0.0,18.0,119.0,91.0
oninz-cruz,1,0.0,27.0,0.0,9.0,21.0,14.0,0.0,22.0,0.0,35.0,44.0,107.0,0.0,128.0,0.0,500.0,0.0,0.0,0.0,0.0
nottoblame,0,447.0,18.0,7.0,13.0,70.0,0.0,0.0,31.0,32.0,81.0,90.0,29.0,5.0,5.0,33.0,8.0,18.0,31.0,0.0,24.0
akimtsev1,1,13.0,70.0,17.0,17.0,23.0,150.0,24.0,0.0,223.0,45.0,15.0,18.0,89.0,71.0,0.0,0.0,0.0,189.0,13.0,50.0
lobatr,1,0.0,4.0,26.0,6.0,0.0,0.0,24.0,72.0,14.0,0.0,31.0,10.0,8.0,0.0,0.0,28.0,40.0,0.0,22.0,0.0
wbdn,1,80.0,144.0,171.0,0.0,1.0,28.0,130.0,0.0,56.0,0.0,0.0,0.0,25.0,362.0,131.0,0.0,34.0,381.0,111.0,14.0
fedotovde,1,149.0,278.0,3.0,237.0,0.0,2.0,6.0,46.0,254.0,0.0,91.0,76.0,131.0,257.0,23.0,15.0,0.0,9.0,142.0,49.0
chaskar,0,9.0,13.0,24.0,0.0,4.0,87.0,2.0,14.0,93.0,19.0,48.0,18.0,1.0,13.0,0.0,29.0,11.0,0.0,16.0,10.0
amroishere,1,13.0,8.0,0.0,10.0,0.0,3.0,0.0,33.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,52.0,53.0,44.0
ennriko2,1,21.0,22.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,60.0,28.0,75.0,0.0,96.0,6.0,61.0,0.0,0.0,0.0,0.0
netanya,0,14.0,0.0,0.0,63.0,0.0,7.0,37.0,3.0,37.0,52.0,0.0,34.0,51.0,18.0,0.0,93.0,12.0,0.0,76.0,122.0
donmuhtar,0,0.0,7.0,17.0,0.0,3.0,0.0,220.0,3.0,55.0,0.0,39.0,316.0,0.0,0.0,17.0,0.0,173.0,3.0,25.0,0.0
leonardodekapri,1,18.0,0.0,23.0,8.0,115.0,0.0,5.0,0.0,130.0,102.0,0.0,0.0,82.0,0.0,3.0,52.0,25.0,25.0,0.0,29.0
likeshe,1,17.0,4.0,4.0,0.0,0.0,0.0,63.0,0.0,0.0,32.0,6.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0
leparrain2016,0,89.0,0.0,10.0,0.0,0.0,0.0,0.0,62.0,2.0,52.0,15.0,23.0,0.0,10.0,0.0,0.0,40.0,40.0,7.0,76.0
nist,1,79.0,19.0,8.0,0.0,0.0,57.0,61.0,55.0,0.0,0.0,4.0,0.0,19.0,0.0,37.0,24.0,36.0,0.0,63.0,36.0
f15r3a16n8,1,90.0,28.0,60.0,0.0,27.0,36.0,65.0,25.0,97.0,364.0,63.0,88.0,8.0,0.0,0.0,209.0,0.0,485.0,1.0,14.0
svenos,0,0.0,13.0,87.0,2.0,14.0,21.0,1.0,64.0,0.0,0.0,0.0,6.0,1.0,0.0,6.0,0.0,0.0,5.0,0.0,23.0
luckrei,1,0.0,3.0,42.0,7.0,66.0,68.0,4.0,75.0,0.0,0.0,0.0,26.0,6.0,83.0,113.0,142.0,0.0,27.0,24.0,158.0
sundoroclasic,0,24.0,25.0,32.0,49.0,0.0,12.0,8.0,0.0,16.0,14.0,0.0,127.0,0.0,117.0,7.0,0.0,5.0,3.0,54.0,76.0
horsyfoffy,1,0.0,57.0,0.0,455.0,41.0,0.0,215.0,44.0,31.0,178.0,91.0,6.0,3.0,90.0,102.0,191.0,234.0,91.0,36.0,0.0
apacherev,0,64.0,55.0,26.0,164.0,16.0,0.0,332.0,130.0,104.0,59.0,21.0,13.0,48.0,21.0,0.0,0.0,33.0,6.0,0.0,0.0
mikj009,1,9.0,60.0,4.0,4.0,5.0,10.0,3.0,16.0,0.0,14.0,0.0,44.0,5.0,0.0,39.0,3.0,0.0,33.0,54.0,0.0
maiazea,1,8.0,75.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,51.0,0.0,3.0,13.0,17.0,0.0,3.0,0.0,0.0,0.0,39.0
wick-202,1,0.0,0.0,48.0,0.0,106.0,251.0,437.0,65.0,76.0,92.0,0.0,55.0,0.0,0.0,42.0,3.0,24.0,11.0,0.0,18.0
sahmatt,1,8.0,172.0,0.0,4.0,213.0,51.0,0.0,24.0,315.0,98.0,29.0,176.0,48.0,131.0,0.0,500.0,51.0,4.0,16.0,23.0
chess_advicer,1,139.0,13.0,70.0,221.0,237.0,93.0,0.0,207.0,500.0,329.0,344.0,0.0,125.0,0.0,0.0,156.0,0.0,94.0,112.0,9.0
thebestchess10,1,0.0,0.0,73.0,0.0,0.0,0.0,9.0,108.0,0.0,0.0,17.0,0.0,180.0,52.0,0.0,21.0,176.0,0.0,2.0,7.0
bennhur,1,9.0,0.0,49.0,25.0,26.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,44.0,19.0,0.0,15.0,22.0,0.0,119.0,26.0
vahidk2,1,124.0,37.0,11.0,134.0,57.0,166.0,178.0,15.0,21.0,36.0,81.0,0.0,64.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
pandamon,0,381.0,500.0,50.0,13.0,9.0,31.0,1.0,25.0,0.0,213.0,32.0,1.0,2.0,21.0,0.0,17.0,0.0,0.0,42.0,19.0
undefinedlimit,1,3.0,9.0,0.0,20.0,9.0,4.0,2.0,0.0,1.0,0.0,4.0,1.0,11.0,5.0,0.0,11.0,20.0,3.0,0.0,0.0
m-video,1,30.0,0.0,36.0,92.0,0.0,8.0,0.0,77.0,26.0,37.0,16.0,6.0,16.0,39.0,0.0,0.0,66.0,0.0,500.0,500.0
automat,0,5.0,28.0,0.0,6.0,13.0,0.0,14.0,7.0,41.0,13.0,0.0,0.0,13.0,31.0,76.0,500.0,0.0,8.0,8.0,240.0
fischer1371,1,1.0,12.0,37.0,35.0,20.0,26.0,22.0,36.0,9.0,116.0,54.0,99.0,0.0,103.0,13.0,48.0,9.0,28.0,5.0,24.0
algrano,0,7.0,85.0,121.0,0.0,16.0,0.0,8.0,103.0,203.0,368.0,21.0,29.0,45.0,26.0,15.0,0.0,36.0,20.0,258.0,79.0
hukto,0,3.0,16.0,10.0,9.0,9.0,94.0,6.0,0.0,25.0,61.0,32.0,0.0,182.0,0.0,0.0,15.0,123.0,131.0,65.0,0.0
smothered_matt,0,0.0,28.0,3.0,0.0,13.0,141.0,2.0,2.0,1.0,1.0,24.0,1.0,14.0,10.0,17.0,32.0,0.0,0.0,0.0,0.0
saulo10179,1,0.0,0.0,8.0,22.0,32.0,6.0,0.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,25.0,45.0,8.0,0.0,0.0,0.0
zukso,1,27.0,41.0,0.0,77.0,0.0,28.0,32.0,0.0,14.0,10.0,17.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knight_c8,1,1.0,5.0,0.0,0.0,6.0,52.0,22.0,50.0,0.0,39.0,10.0,90.0,13.0,0.0,4.0,0.0,104.0,0.0,0.0,0.0
blundermaster6,1,0.0,1.0,0.0,22.0,226.0,0.0,234.0,15.0,49.0,0.0,8.0,0.0,45.0,103.0,31.0,0.0,0.0,179.0,14.0,0.0
immortal4651,0,10.0,0.0,88.0,84.0,30.0,0.0,28.0,0.0,12.0,133.0,27.0,112.0,24.0,370.0,3.0,170.0,28.0,0.0,352.0,0.0
pacquito,1,12.0,0.0,48.0,36.0,0.0,0.0,68.0,0.0,9.0,1.0,26.0,22.0,28.0,2.0,0.0,0.0,47.0,49.0,0.0,0.0
woef92,0,0.0,42.0,4.0,1.0,0.0,71.0,0.0,2.0,0.0,24.0,81.0,8.0,0.0,40.0,15.0,72.0,2.0,64.0,0.0,48.0
puti,1,16.0,87.0,0.0,31.0,0.0,0.0,16.0,0.0,87.0,83.0,19.0,421.0,0.0,40.0,14.0,29.0,0.0,7.0,0.0,9.0
capricornwon,0,9.0,125.0,0.0,27.0,137.0,66.0,26.0,44.0,55.0,35.0,38.0,42.0,20.0,90.0,53.0,120.0,109.0,48.0,30.0,41.0
dhruva2011,0,48.0,159.0,200.0,500.0,17.0,262.0,500.0,71.0,13.0,199.0,42.0,163.0,107.0,0.0,500.0,126.0,118.0,500.0,0.0,69.0
ludo6,0,7.0,24.0,26.0,38.0,0.0,3.0,0.0,8.0,77.0,57.0,97.0,18.0,355.0,0.0,6.0,0.0,44.0,2.0,54.0,91.0
sjeddi,1,3.0,46.0,11.0,2.0,17.0,46.0,105.0,62.0,3.0,4.0,6.0,0.0,10.0,7.0,177.0,132.0,4.0,11.0,2.0,8.0
brexit_is_racist,0,0.0,195.0,3.0,197.0,18.0,83.0,171.0,13.0,114.0,7.0,10.0,40.0,4.0,26.0,116.0,7.0,15.0,7.0,81.0,74.0
cabrotis,1,29.0,15.0,3.0,1.0,2.0,0.0,36.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,16.0,0.0,0.0,0.0
loudmouth,1,44.0,45.0,72.0,12.0,0.0,0.0,16.0,0.0,24.0,40.0,0.0,10.0,0.0,34.0,20.0,89.0,185.0,6.0,19.0,8.0
jason13,1,0.0,0.0,0.0,9.0,0.0,6.0,0.0,36.0,19.0,0.0,3.0,0.0,6.0,20.0,13.0,10.0,0.0,0.0,0.0,26.0
kateeh,1,10.0,4.0,15.0,0.0,0.0,9.0,10.0,15.0,0.0,91.0,142.0,331.0,35.0,0.0,218.0,10.0,0.0,0.0,0.0,0.0
loudmouth,1,10.0,324.0,29.0,0.0,0.0,59.0,24.0,0.0,0.0,120.0,40.0,0.0,0.0,13.0,10.0,0.0,47.0,0.0,0.0,47.0
kutuzov_95,1,74.0,0.0,0.0,111.0,88.0,0.0,1.0,4.0,0.0,20.0,0.0,0.0,5.0,0.0,16.0,16.0,33.0,66.0,13.0,1.0
woef92,0,7.0,85.0,15.0,13.0,0.0,1.0,0.0,10.0,19.0,7.0,10.0,39.0,0.0,0.0,0.0,0.0,17.0,41.0,36.0,21.0
monkeydelouffy,1,18.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,27.0,0.0,0.0,0.0,16.0,1.0,0.0,5.0,41.0,68.0,0.0,0.0
yanyan8d,1,0.0,29.0,0.0,15.0,6.0,46.0,0.0,26.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,78.0,18.0,0.0,22.0
kramavarma,0,0.0,4.0,3.0,26.0,16.0,41.0,20.0,30.0,0.0,101.0,70.0,0.0,7.0,494.0,56.0,1.0,157.0,94.0,372.0,0.0
michellopezabreu,0,24.0,35.0,0.0,0.0,6.0,12.0,46.0,72.0,3.0,0.0,0.0,70.0,0.0,9.0,0.0,0.0,5.0,43.0,18.0,0.0
ssakash,0,23.0,167.0,13.0,63.0,30.0,112.0,107.0,6.0,26.0,62.0,41.0,78.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,500.0
zhu4ok69,1,20.0,185.0,0.0,0.0,0.0,8.0,53.0,56.0,22.0,24.0,0.0,50.0,15.0,37.0,36.0,19.0,33.0,0.0,0.0,0.0
vitochess,1,47.0,0.0,0.0,1.0,4.0,2.0,9.0,12.0,68.0,0.0,39.0,0.0,66.0,0.0,11.0,59.0,120.0,20.0,49.0,53.0
masongm,1,0.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,12.0,100.0,37.0,13.0,51.0,34.0,22.0,27.0,9.0,23.0,52.0,0.0
chaabanesami,1,52.0,59.0,180.0,99.0,0.0,0.0,0.0,283.0,379.0,1.0,122.0,75.0,39.0,0.0,0.0,229.0,15.0,0.0,0.0,72.0
sorryg,1,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,9.0,0.0,33.0,66.0,11.0,115.0,0.0,24.0,9.0,0.0,122.0
cocumhehe,0,151.0,11.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,32.0,0.0,453.0,58.0,428.0,244.0,233.0,195.0,254.0,27.0,134.0
woef92,0,0.0,6.0,13.0,2.0,0.0,40.0,54.0,0.0,15.0,0.0,106.0,0.0,87.0,36.0,0.0,0.0,0.0,21.0,0.0,0.0
tvas,0,16.0,120.0,61.0,54.0,0.0,0.0,80.0,41.0,0.0,93.0,20.0,3.0,59.0,0.0,3.0,91.0,58.0,20.0,0.0,0.0
leparrain2016,0,46.0,36.0,42.0,5.0,39.0,0.0,70.0,67.0,0.0,1.0,58.0,24.0,62.0,262.0,21.0,61.0,28.0,0.0,104.0,11.0
ricioh,1,0.0,19.0,0.0,48.0,8.0,49.0,1.0,0.0,0.0,0.0,29.0,21.0,73.0,5.0,0.0,0.0,23.0,3.0,0.0,6.0
miladrajabi,0,1.0,1.0,15.0,0.0,68.0,0.0,41.0,58.0,22.0,49.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,188.0,0.0,0.0
ksenya,1,23.0,2.0,0.0,0.0,46.0,0.0,11.0,0.0,25.0,0.0,11.0,0.0,35.0,0.0,13.0,2.0,9.0,9.0,8.0,0.0
hyperdoge,1,37.0,4.0,16.0,10.0,1.0,12.0,4.0,27.0,2.0,0.0,17.0,0.0,0.0,51.0,43.0,0.0,0.0,121.0,16.0,0.0
indianchess123,0,24.0,21.0,6.0,7.0,129.0,30.0,10.0,12.0,0.0,40.0,19.0,26.0,0.0,48.0,0.0,500.0,1.0,41.0,82.0,0.0
linail,0,86.0,2.0,48.0,500.0,235.0,0.0,17.0,378.0,0.0,5.0,21.0,5.0,0.0,13.0,14.0,0.0,0.0,8.0,3.0,89.0
kateandkate,0,0.0,0.0,32.0,3.0,6.0,10.0,0.0,23.0,24.0,6.0,40.0,15.0,40.0,41.0,106.0,100.0,39.0,47.0,75.0,23.0
mms1970,1,232.0,0.0,0.0,41.0,19.0,8.0,0.0,40.0,18.0,56.0,0.0,0.0,57.0,10.0,8.0,0.0,0.0,16.0,0.0,0.0
brucelee92,0,0.0,96.0,236.0,1.0,108.0,122.0,413.0,295.0,75.0,276.0,6.0,4.0,28.0,19.0,25.0,204.0,0.0,10.0,47.0,56.0
ensnaredhag,1,0.0,0.0,0.0,97.0,8.0,32.0,1.0,39.0,103.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,2.0,326.0,23.0,0.0
damm1t,1,0.0,0.0,10.0,39.0,1.0,4.0,2.0,102.0,22.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,26.0,4.0,58.0,29.0
hamse,0,3.0,0.0,55.0,5.0,50.0,0.0,4.0,0.0,30.0,92.0,0.0,68.0,500.0,46.0,60.0,70.0,17.0,0.0,21.0,140.0
pysch,1,30.0,3.0,0.0,6.0,40.0,0.0,4.0,9.0,0.0,0.0,0.0,149.0,0.0,75.0,46.0,93.0,109.0,9.0,25.0,6.0
powerfu-iran,0,9.0,100.0,2.0,16.0,63.0,0.0,54.0,0.0,0.0,12.0,12.0,155.0,32.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
cvxbnm,1,9.0,56.0,192.0,38.0,0.0,18.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,11.0,133.0,0.0,0.0,20.0,24.0,4.0
drsali,1,0.0,9.0,15.0,1.0,0.0,20.0,0.0,77.0,0.0,6.0,0.0,6.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
holystic,1,275.0,297.0,93.0,0.0,103.0,13.0,13.0,17.0,0.0,137.0,7.0,296.0,500.0,250.0,4.0,3.0,13.0,5.0,2.0,0.0
john_tan,1,0.0,73.0,121.0,0.0,0.0,0.0,0.0,26.0,27.0,0.0,91.0,1.0,12.0,31.0,57.0,0.0,63.0,0.0,0.0,14.0
drsali,1,40.0,6.0,0.0,68.0,95.0,1.0,0.0,56.0,0.0,0.0,44.0,23.0,0.0,42.0,0.0,17.0,0.0,0.0,0.0,0.0
do_0m,1,0.0,419.0,49.0,28.0,66.0,87.0,0.0,0.0,26.0,0.0,0.0,9.0,21.0,65.0,17.0,290.0,500.0,0.0,500.0,500.0
leparrain2016,0,23.0,9.0,8.0,104.0,7.0,79.0,61.0,9.0,0.0,0.0,0.0,27.0,25.0,64.0,23.0,128.0,38.0,63.0,145.0,500.0
popettedu56,1,21.0,0.0,7.0,123.0,0.0,0.0,72.0,15.0,7.0,0.0,268.0,51.0,0.0,45.0,2.0,0.0,0.0,500.0,0.0,0.0
luminoux,1,11.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,46.0,21.0,23.0,23.0,10.0,9.0,85.0,68.0,0.0,0.0,0.0
ogaj2002,1,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,126.0,0.0,0.0,0.0,0.0,308.0,0.0,26.0,0.0
bigchessjos,1,0.0,12.0,23.0,14.0,50.0,2.0,28.0,0.0,56.0,86.0,10.0,55.0,21.0,142.0,0.0,209.0,0.0,0.0,333.0,4.0
bartholomewmoo,1,0.0,0.0,76.0,346.0,24.0,0.0,50.0,38.0,7.0,30.0,411.0,92.0,95.0,0.0,0.0,0.0,0.0,500.0,66.0,191.0
latebloomer,0,6.0,0.0,0.0,3.0,10.0,31.0,3.0,2.0,25.0,29.0,0.0,0.0,23.0,0.0,142.0,50.0,13.0,18.0,500.0,180.0
ventshirov,1,55.0,63.0,8.0,2.0,0.0,13.0,8.0,7.0,25.0,5.0,126.0,0.0,500.0,75.0,29.0,94.0,11.0,9.0,11.0,53.0
pacquito,1,0.0,81.0,0.0,12.0,0.0,16.0,9.0,54.0,3.0,22.0,0.0,15.0,18.0,24.0,40.0,17.0,12.0,0.0,0.0,0.0
xzurii,0,8.0,205.0,0.0,20.0,0.0,0.0,61.0,0.0,26.0,65.0,81.0,41.0,0.0,21.0,500.0,500.0,5.0,500.0,20.0,10.0
christopherhirata,1,2.0,22.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,12.0,0.0,0.0,23.0,0.0,0.0,7.0,24.0,99.0,0.0,4.0
butterfly0,0,51.0,19.0,4.0,66.0,11.0,0.0,93.0,11.0,0.0,0.0,114.0,178.0,8.0,44.0,1.0,0.0,9.0,169.0,217.0,0.0
zringsalah,1,62.0,64.0,133.0,7.0,0.0,76.0,90.0,136.0,35.0,57.0,0.0,35.0,216.0,15.0,0.0,12.0,0.0,0.0,5.0,61.0
baath-brigade,1,4.0,0.0,9.0,147.0,14.0,427.0,101.0,22.0,0.0,11.0,30.0,0.0,0.0,0.0,0.0,59.0,82.0,4.0,0.0,41.0
mhammedatomy2400,1,1.0,2.0,5.0,3.0,0.0,9.0,0.0,2.0,12.0,4.0,0.0,55.0,18.0,0.0,15.0,0.0,0.0,97.0,0.0,0.0
pyaephyoaungshwebo,1,0.0,4.0,12.0,2.0,2.0,31.0,25.0,10.0,32.0,4.0,20.0,0.0,23.0,38.0,18.0,0.0,4.0,0.0,0.0,0.0
pterosalmonela,1,0.0,2.0,12.0,0.0,0.0,0.0,7.0,4.0,16.0,0.0,2.0,1.0,20.0,14.0,0.0,2.0,15.0,11.0,10.0,14.0
samad_110,0,34.0,92.0,11.0,10.0,76.0,34.0,132.0,2.0,36.0,0.0,1.0,79.0,13.0,20.0,38.0,0.0,21.0,0.0,9.0,0.0
nikolicdragan,0,268.0,119.0,7.0,0.0,2.0,0.0,13.0,222.0,2.0,23.0,14.0,30.0,8.0,5.0,16.0,0.0,40.0,0.0,3.0,82.0
mecocuk,1,31.0,6.0,3.0,7.0,3.0,6.0,30.0,0.0,0.0,0.0,6.0,9.0,1.0,5.0,26.0,12.0,3.0,26.0,23.0,25.0
zukso,1,0.0,12.0,0.0,8.0,10.0,25.0,0.0,0.0,6.0,36.0,62.0,22.0,2.0,47.0,0.0,12.0,35.0,41.0,0.0,89.0
ivankow222,0,245.0,0.0,0.0,16.0,27.0,37.0,0.0,24.0,12.0,12.0,0.0,13.0,78.0,0.0,0.0,11.0,0.0,27.0,33.0,44.0
luckrei,1,2.0,56.0,0.0,16.0,110.0,0.0,7.0,0.0,1.0,200.0,15.0,0.0,86.0,34.0,51.0,0.0,0.0,9.0,0.0,57.0
popettedu56,1,51.0,0.0,34.0,4.0,1.0,0.0,0.0,1.0,111.0,1.0,9.0,0.0,0.0,4.0,6.0,30.0,12.0,23.0,0.0,1.0
robinio,0,32.0,60.0,0.0,364.0,86.0,22.0,13.0,1.0,3.0,41.0,5.0,4.0,25.0,24.0,6.0,3.0,7.0,0.0,8.0,28.0
iosilva07,1,22.0,1.0,72.0,21.0,142.0,27.0,14.0,140.0,2.0,164.0,55.0,4.0,35.0,199.0,2.0,76.0,143.0,4.0,0.0,44.0
enricbatea,0,120.0,64.0,0.0,196.0,126.0,15.0,128.0,2.0,0.0,34.0,500.0,0.0,0.0,0.0,0.0,117.0,0.0,45.0,33.0,31.0
citylife,1,136.0,0.0,0.0,26.0,0.0,476.0,0.0,0.0,500.0,21.0,407.0,25.0,49.0,0.0,0.0,0.0,78.0,0.0,292.0,182.0
cuteknight,1,0.0,2.0,10.0,0.0,4.0,14.0,0.0,13.0,0.0,26.0,1.0,25.0,18.0,10.0,4.0,5.0,12.0,1.0,20.0,0.0
soloicewind,0,33.0,0.0,48.0,4.0,24.0,29.0,3.0,101.0,0.0,0.0,0.0,32.0,36.0,10.0,41.0,4.0,0.0,87.0,96.0,5.0
kamekazee_bishop,1,0.0,0.0,13.0,2.0,19.0,4.0,0.0,0.0,4.0,0.0,0.0,124.0,11.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0
